_index,attribute,louvain
Zfyve21,rna,19
Zfp992,rna,3
Zfp991,rna,2
Zfp955b,rna,4
Zfp93,rna,3
Zfp790,rna,9
Zfp777,rna,12
Zdbf2,rna,1
Zcchc24,rna,8
Zc3h8,rna,2
Zbtb45,rna,14
X1700025G04Rik,rna,2
X1700019D03Rik,rna,8
X0610010F05Rik,rna,1
Wrnip1,rna,2
Wrn,rna,5
Wnt5a,rna,18
Wnt4,rna,5
Whsc1,rna,1
Wdr61,rna,0
Wdr45b,rna,9
Wdr43,rna,6
Wdr31,rna,2
Wdhd1,rna,5
Wbscr27,rna,8
Wasl,rna,5
Vim,rna,1
Veph1,rna,18
X1700030J22Rik,rna,5
Vav2,rna,1
X2210016F16Rik,rna,6
X2310039H08Rik,rna,10
Zbtb12,rna,4
Ywhaz,rna,1
Ythdf1,rna,9
Yipf1,rna,2
Ydjc,rna,2
Xylt2,rna,0
Xirp1,rna,11
Xab2,rna,2
X9430062P05Rik,rna,19
X9430037O13Rik,rna,6
X6030460B20Rik,rna,7
X4930578M01Rik,rna,0
X4930431P19Rik,rna,14
X3100002H09Rik,rna,2
X2900011O08Rik,rna,0
X2810417H13Rik,rna,5
X2700029L08Rik,rna,12
X2210408I21Rik,rna,2
Rps12.ps18,rna,3
Tcirg1,rna,12
Tbx2,rna,9
Sin3a,rna,1
Sil1,rna,18
Sigmar1,rna,17
Siae,rna,8
Shox2,rna,7
Shisa2,rna,10
Shank2,rna,0
Sirt3,rna,12
Sh3gl3,rna,15
Sh2b3,rna,6
Sfrp1,rna,4
Sfi1,rna,15
Sf3b6,rna,17
Setmar,rna,4
Set,rna,1
Serpinh1,rna,0
Sh3bgr,rna,11
Six1,rna,0
Six3,rna,9
Six6,rna,9
Slu7,rna,6
Slmo1,rna,2
Slit3,rna,0
Slc4a1,rna,13
Slc45a4,rna,12
Slc39a3,rna,2
Slc38a8,rna,9
Slc35f1,rna,19
Slc35b2,rna,16
Slc30a9,rna,3
Slc27a3,rna,5
Slc25a4,rna,5
Slc25a24,rna,7
Slc1a2,rna,0
Slc16a6,rna,0
Slc12a4,rna,3
Slain1,rna,14
Sepsecs,rna,1
Sepp1,rna,8
Sephs2,rna,0
Sema6c,rna,18
Rybp,rna,6
Rwdd3,rna,6
Rwdd2b,rna,15
Rtn1,rna,1
Rtl1,rna,17
Rspo3,rna,0
Rrp9,rna,0
Rrp12,rna,4
Rrbp1,rna,2
Rpusd3,rna,3
Rpsa.ps9,rna,1
Rps8.ps2,rna,13
Map4k2,rna,5
Rps6.ps3,rna,1
Rps4x,rna,5
Rps3,rna,5
Rps18,rna,3
Ryr2,rna,11
Slx4,rna,0
S100a6,rna,7
Sall2,rna,4
Sema4g,rna,7
Sema3f,rna,3
Sema3d,rna,14
Sema3b,rna,0
Selm,rna,15
Sel1l3,rna,4
Sec63,rna,1
Sdhaf4,rna,6
Scube3,rna,5
Scrn1,rna,0
Scnm1,rna,6
Scn3a,rna,7
Scg5,rna,8
Scarf2,rna,0
Sar1a,rna,18
Samd5,rna,4
Sall3,rna,4
Sall1,rna,4
Tbx3,rna,8
Smarca5,rna,1
Smg5,rna,0
Stx18,rna,12
Strbp,rna,0
Stradb,rna,15
Stra6,rna,3
Stox2,rna,1
Stmn2,rna,7
Stmn1,rna,1
Stx3,rna,7
Stk19,rna,8
Steap2,rna,2
Stau1,rna,15
Stard9,rna,6
Stard10,rna,10
St6gal2,rna,14
St3gal5,rna,7
St18,rna,17
Stil,rna,10
Suds3,rna,5
Supt7l,rna,8
Suv39h2,rna,0
Tbx1,rna,14
Tbr1,rna,4
Tbcb,rna,5
Tbc1d20,rna,14
Tars,rna,12
Tal1,rna,7
Taf6l,rna,12
Taf15,rna,5
Taf1,rna,1
Syt4,rna,7
Syt13,rna,2
Syt11,rna,1
Synpo2l,rna,11
Syce2,rna,14
Svop,rna,7
Svep1,rna,7
Sv2a,rna,11
Ssu72,rna,3
Ssh2,rna,8
Srsf11,rna,9
Srrm4,rna,3
Sox11,rna,1
Sox1,rna,0
Sowahc,rna,18
Sort1,rna,1
Sorl1,rna,3
Son,rna,1
Snw1,rna,5
Snn,rna,15
Snca,rna,2
Snapc1,rna,10
Smyd3,rna,3
Smyd1,rna,11
Smox,rna,8
Smoc1,rna,13
Smo,rna,5
Smim3,rna,9
Smim19,rna,6
Sox2,rna,4
Smcr8,rna,3
Sox21,rna,1
Spag9,rna,1
Srrm3,rna,7
Srr,rna,16
Srp14,rna,7
Srl,rna,11
Srgap3,rna,0
Srek1ip1,rna,0
Srek1,rna,8
Srd5a3,rna,12
Sqle,rna,0
Spty2d1,rna,6
Sptbn2,rna,16
Spryd4,rna,2
Spry2,rna,2
Spock1,rna,2
Spint2,rna,12
Speg,rna,6
Spata24,rna,18
Sox3,rna,1
Map2k4,rna,5
Mab21l2,rna,10
Man2a2,rna,1
Cyp26a1,rna,10
Cxxc5,rna,1
Cul9,rna,8
Cul4a,rna,6
Ctso,rna,2
Ctsf,rna,5
Cstf1,rna,1
Cyp4f16,rna,12
Csrp3,rna,11
Csnk2a1,rna,4
Crym,rna,9
Cry2,rna,5
Crtc2,rna,6
Crtap,rna,0
Crlf1,rna,10
Crispld2,rna,6
Csnk2b,rna,5
D030056L22Rik,rna,14
D1Ertd622e,rna,10
D930015E06Rik,rna,9
Depdc1a,rna,7
Dennd6b,rna,0
Ddx55,rna,1
Ddx3x,rna,1
Ddx27,rna,2
Ddhd1,rna,15
Dcx,rna,7
Dctpp1,rna,5
Dclre1b,rna,8
Dclre1a,rna,6
Dcc,rna,1
Dcaf10,rna,8
Dbr1,rna,8
Dag1,rna,3
Dact1,rna,18
Dab2,rna,2
Daam2,rna,10
Crebbp,rna,0
Des,rna,11
Crabp1,rna,11
Cped1,rna,6
Cnih4,rna,13
Cmas,rna,19
Cln5,rna,12
Clmp,rna,6
Clmn,rna,10
Clec14a,rna,14
Cldnd1,rna,3
Cnn2,rna,1
Clcn3,rna,1
Ckap2l,rna,8
Cited1,rna,11
Cib1,rna,1
Ciao1,rna,0
Churc1,rna,15
Chrna4,rna,0
Chpf2,rna,3
Ckap4,rna,6
Cnnm2,rna,2
Cnot6,rna,0
Cntn2,rna,0
Cp,rna,12
Cox6b2,rna,9
Cotl1,rna,5
Coro2a,rna,2
Coq6,rna,0
Colec12,rna,10
Col9a1,rna,9
Col6a2,rna,2
Col5a2,rna,3
Col3a1,rna,10
Col2a1,rna,6
Col26a1,rna,9
Col1a2,rna,1
Col1a1,rna,7
Cog5,rna,19
Cog3,rna,12
Cntnap2,rna,4
Cpm,rna,1
Desi1,rna,8
Dgkz,rna,5
Dhx8,rna,3
Emx2,rna,4
Eml3,rna,18
Emc4,rna,17
Elovl6,rna,10
Elovl1,rna,2
Elmsan1,rna,19
Elf1,rna,2
Eno1,rna,5
Elavl4,rna,7
Elavl2,rna,7
Elac2,rna,9
Eif5,rna,1
Eif4g1,rna,4
Eif4a.ps4,rna,8
Eif2ak4,rna,3
Eid1,rna,4
Elavl3,rna,1
Enpp4,rna,16
Eomes,rna,4
Epb41l4a,rna,17
Ext1,rna,0
Exph5,rna,6
Exd2,rna,13
Ewsr1,rna,8
Etv5,rna,2
Etv1,rna,14
Ermard,rna,0
Erlin1,rna,18
Erh,rna,15
Erc2,rna,12
Erbb3,rna,12
Eral1,rna,0
Ephb1,rna,5
Epha7,rna,0
Epha5,rna,4
Epha4,rna,15
Epha3,rna,4
Ehd2,rna,2
Efr3a,rna,2
Efnb2,rna,1
Efnb1,rna,4
Dpep1,rna,9
Dopey1,rna,12
Donson,rna,8
Dock11,rna,4
Doc2g,rna,3
Dnajc9,rna,5
Dmwd,rna,16
Dmrta2,rna,4
Dmrta1,rna,2
Dmrt3,rna,14
Dmpk,rna,6
Dlx1,rna,8
Dlk1,rna,9
Dkk3,rna,8
Dkk2,rna,15
Dixdc1,rna,7
Dhx9,rna,1
Dpy19l3,rna,2
Chn1,rna,2
Dpy30,rna,15
Dpysl5,rna,7
Eefsec,rna,6
Eef1a1,rna,1
Eed,rna,17
Edc4,rna,6
Ect2,rna,5
Ecsit,rna,3
Eci2,rna,3
Ebf1,rna,7
ENSMUSG00000051396.15,rna,13
Dynlt1f,rna,8
Dym,rna,6
Dusp6,rna,3
Dtx4,rna,1
Dtx2,rna,10
Dsp,rna,13
Dscr3,rna,14
Draxin,rna,7
Dpysl3,rna,7
Extl2,rna,14
Chm,rna,5
Chd7,rna,1
Arl2,rna,12
Arl13b,rna,13
Arglu1,rna,1
App,rna,12
Aplnr,rna,13
Api5,rna,12
Ap3m1.ps,rna,15
Arl2bp,rna,8
Anxa3,rna,4
Ankzf1,rna,3
Anks6,rna,9
Anks3,rna,6
Ankrd16,rna,16
Ankrd1,rna,11
Ankmy2,rna,0
Ank2,rna,7
Ano1,rna,14
Armcx1,rna,16
Arntl,rna,12
Arx,rna,4
Bcl6b,rna,2
Bcl11a,rna,12
Bbc3,rna,2
Baz2b,rna,4
Basp1,rna,1
Bag4,rna,16
BC034090,rna,6
BC031181,rna,5
B3galt1,rna,3
Auts2,rna,1
Atxn7l1,rna,17
Atxn7,rna,3
Atp1b1,rna,11
Atl3,rna,0
Atf1,rna,2
Asl,rna,14
Asah1,rna,2
Ank1,rna,3
Bcs1l,rna,9
Angpt1,rna,16
Alx1,rna,10
Actn2,rna,11
Actc1,rna,11
Actb,rna,5
Acta2,rna,11
Acsl1,rna,2
Acrbp,rna,8
Acadl,rna,6
Actr8,rna,5
Acaca,rna,0
Abhd6,rna,18
Abhd10,rna,3
Abcc1,rna,17
Aasdh,rna,4
Aarsd1,rna,15
AW554918,rna,19
AW551984,rna,7
Acaa1b,rna,3
Acvr2b,rna,1
Adal,rna,0
Adam23,rna,6
Alg14,rna,3
Aldh7a1,rna,2
Aldh1a1,rna,9
Alcam,rna,7
Akap12,rna,7
Ahnak,rna,1
Ahcy,rna,5
Agpat4,rna,5
Ago1,rna,0
Agk,rna,3
Agbl5,rna,6
Aff3,rna,0
Aebp1,rna,0
Adgrl3,rna,5
Adcyap1r1,rna,0
Adamtsl1,rna,9
Adamts4,rna,7
Alx3,rna,4
Bend4,rna,2
Bet1,rna,2
Bicc1,rna,13
Cdc25a,rna,0
Cdc20,rna,6
Cd9,rna,3
Cd248,rna,4
Ccpg1,rna,7
Ccp110,rna,9
Ccnjl,rna,10
Cdc73,rna,4
Ccne2,rna,0
Ccnd1,rna,4
Ccnc,rna,7
Ccl25,rna,8
Ccdc92,rna,3
Ccdc85b,rna,7
Ccdc82,rna,7
Ccdc80,rna,15
Ccnd2,rna,1
Cdh2,rna,1
Cdh3,rna,3
Cdk5,rna,0
Chd6,rna,1
Chd1,rna,3
Chchd10,rna,11
Cep83,rna,2
Cep164,rna,6
Cep131,rna,0
Cenpv,rna,1
Cenpp,rna,2
Cenpl,rna,4
Celsr1,rna,0
Celf2,rna,5
Cdpf1,rna,0
Cdon,rna,1
Cdkn2aipnl,rna,4
Cdkn1c,rna,13
Cdk9,rna,8
Cdk8,rna,6
Ccdc50.ps,rna,10
Ccdc40,rna,4
Ccdc30,rna,6
Ccdc189,rna,5
C2cd2,rna,6
C1qbp,rna,5
C130093G08Rik,rna,4
C130071C03Rik,rna,4
Bzw1,rna,1
Brf2,rna,3
Brd2,rna,1
Brca2,rna,19
Bpnt1,rna,15
Bmyc,rna,14
Bms1,rna,4
Bmp4,rna,3
Bmp2k,rna,2
Blcap,rna,10
Birc2,rna,3
Bin3,rna,2
Bin1,rna,8
C3ar1,rna,10
Chek1,rna,4
Cacna1e,rna,16
Cacna2d1,rna,8
Ccdc181,rna,3
Ccdc177,rna,1
Ccdc167,rna,3
Cc2d1b,rna,4
Cbx5,rna,1
Cbl,rna,0
Cbfa2t3,rna,3
Cbfa2t2,rna,14
Casz1,rna,0
Caskin1,rna,2
Caprin1,rna,1
Camk2a,rna,9
Cald1,rna,19
Calcoco1,rna,12
Cadps2,rna,0
Cadm1,rna,7
Cacng7,rna,8
Cacna1h,rna,10
Eya1,rna,14
F11r,rna,3
F2r,rna,5
Id3,rna,17
Id2,rna,17
Icmt,rna,6
Ick,rna,18
Htra2,rna,12
Hsph1,rna,0
Hspb1,rna,11
Id4,rna,4
Hspa8,rna,1
Hs3st3b1,rna,6
Hps3,rna,10
Hps1,rna,3
Hoxb1,rna,10
Homer3,rna,3
Hnrnpul2,rna,12
Hnrnpm,rna,1
Hsp90aa1,rna,1
Ifi30,rna,18
Ifih1,rna,16
Ifrd2,rna,2
Immp2l,rna,2
Ilf3,rna,3
Ildr2,rna,4
Il4ra,rna,10
Il17rd,rna,13
Ikzf4,rna,6
Igsf9,rna,5
Igsf3,rna,5
Iglon5,rna,2
Ighmbp2,rna,0
Igfbp5,rna,5
Igfbp4,rna,9
Igf2r,rna,13
Igf2bp1,rna,1
Igf2,rna,13
Igdcc3,rna,1
Ift88,rna,8
Hnrnph1,rna,0
Impdh1,rna,8
Hnrnpd,rna,4
Hmx1,rna,9
Hba.a2,rna,13
Hba.a1,rna,13
Hace1,rna,0
H2afy,rna,1
H1f0,rna,4
Gyg,rna,11
Gucy1a2,rna,1
Hba.x,rna,13
Gtf3c5,rna,3
Gsta4,rna,10
Gsg2,rna,2
Grpel2,rna,5
Greb1l,rna,0
Greb1,rna,1
Gpx1,rna,13
Gprc5c,rna,4
Gsto1,rna,9
Hbb.bh1,rna,13
Hbb.y,rna,13
Hbegf,rna,8
Hmmr,rna,0
Hmgn2,rna,1
Hmgn1,rna,1
Hmgb3,rna,14
Hmgb2,rna,1
Hmga2,rna,4
Hk2,rna,1
Hist2h2ac,rna,3
Hist1h1e,rna,1
Hist1h1d,rna,4
Hipk3,rna,6
Hinfp,rna,7
Hes5,rna,1
Heatr1,rna,3
Hdx,rna,17
Hdhd2,rna,14
Hccs,rna,8
Hnrnpa0,rna,1
Ina,rna,7
Ino80,rna,0
Inpp4a,rna,9
Limch1,rna,15
Lias,rna,12
Lhx9,rna,3
Lhx8,rna,15
Lhx2,rna,4
Lhx1,rna,16
Lhfpl4,rna,0
Lin7a,rna,10
Lgmn,rna,3
Letmd1,rna,8
Ldah,rna,3
Lbh,rna,17
Lars2,rna,1
Larp7,rna,0
Lama5,rna,12
L1cam,rna,2
Lgals1,rna,7
Lix1,rna,0
Lox,rna,16
Lpgat1,rna,5
Man2a1,rna,2
Magohb,rna,18
Maged2,rna,5
Mafb,rna,0
Maf,rna,9
Mad2l2,rna,9
mt.Cytb,rna,6
Lztfl1,rna,0
Lyst,rna,7
Lyrm4,rna,6
Lyn,rna,3
Lum,rna,3
Ltv1,rna,0
Lsm14b,rna,19
Lrrk1,rna,7
Lrp5,rna,8
Lrp2,rna,5
Kyat3,rna,2
Krt18,rna,18
Kpna2,rna,5
Kmt2e,rna,1
Kat6b,rna,17
Kat5,rna,0
Kank4,rna,10
Jmjd8,rna,15
Jagn1,rna,1
Jag1,rna,0
Itgb3bp,rna,9
Itgb1bp2,rna,2
Itga4,rna,4
Isl2,rna,13
Isl1,rna,7
Irx5,rna,9
Irx2,rna,0
Ints6,rna,19
Insm1,rna,0
Inpp5d,rna,18
Inpp5a,rna,3
Katnal1,rna,3
Gpr50,rna,9
Kcnd3,rna,4
Kcnmb2,rna,7
Klhl5,rna,19
Klhl25,rna,0
Klhl11,rna,8
Klhdc8b,rna,6
Klf2,rna,2
Klc4,rna,18
Klc1,rna,16
Kitl,rna,0
Kirrel2,rna,0
Kin,rna,14
Kif5c,rna,1
Kif3b,rna,2
Kif26a,rna,0
Kif21a,rna,1
Kif18b,rna,13
Kdm1b,rna,6
Kctd6,rna,16
Kcnk10,rna,2
Gpr27,rna,0
Gpn2,rna,2
Gpm6b,rna,0
Gap43,rna,7
Galt,rna,3
Galns,rna,15
Gad2,rna,0
Gabrb3,rna,0
Fzd8,rna,2
Fzd5,rna,6
Gapdh,rna,5
Fzd4,rna,3
Fzd10,rna,0
Fyco1,rna,9
Fut8,rna,2
Fstl4,rna,8
Fstl1,rna,13
Frzb,rna,3
Frs2,rna,3
Fzd2,rna,0
Gas1,rna,9
Gata3,rna,3
Gata6,rna,11
Gm12482,rna,14
Gm12346,rna,0
Gm11889,rna,12
Gm11578,rna,10
Gm11425,rna,2
Gm10801,rna,9
Gm10778,rna,5
Gm10524,rna,2
Gm10282,rna,1
Gm10263,rna,9
Glra1,rna,0
Glod4,rna,9
Glipr2,rna,17
Gli3,rna,4
Gimap6,rna,6
Gfra1,rna,2
Gcnt1,rna,7
Foxq1,rna,17
Foxp4,rna,9
Foxp2,rna,9
Foxn3,rna,4
Fbln1,rna,15
Fanci,rna,6
Fam98a,rna,1
Fam43a,rna,7
Fam216a,rna,3
Fam171b,rna,4
Fam160b1,rna,3
Fam160a2,rna,3
Fam134a,rna,16
Fam120b,rna,16
Fam117a,rna,6
Fam110a,rna,16
Fam104a,rna,0
Fahd2a,rna,2
Fabp7,rna,1
Fabp3,rna,11
F830115B05Rik,rna,8
Fbln2,rna,2
Gm12693,rna,8
Fbln5,rna,19
Fbxo16,rna,6
Foxg1,rna,4
Foxd3,rna,7
Foxd1,rna,14
Fnip2,rna,15
Fmod,rna,19
Flrt2,rna,3
Flnc,rna,16
Fhod1,rna,2
Fh1,rna,6
Fgfr3,rna,6
Fgf9,rna,15
Fgf17,rna,12
Fgf15,rna,14
Fgd5,rna,6
Fezf2,rna,5
Fbxo9,rna,14
Fbxo4,rna,0
