_index,attribute,louvain
Mef2c,rna,1
Meis1,rna,4
Mpp1,rna,0
Mmrn1,rna,3
Mmp2,rna,1
Mmab,rna,6
Mlc1,rna,1
Mkx,rna,1
Mkl2,rna,0
Mir6236,rna,6
Mid1ip1,rna,0
Mical2,rna,7
Mgll,rna,3
Mfsd5,rna,6
Mettl6,rna,3
Mettl22,rna,1
Mest,rna,5
Mesdc1,rna,1
Meis2,rna,2
Mpped2,rna,3
Ncl,rna,2
Ndnf,rna,2
Ndrg2,rna,0
Nyap1,rna,0
Numa1,rna,2
Nudt14,rna,1
Nudt13,rna,1
Nudt1,rna,0
Nudcd3,rna,6
Nudcd1,rna,0
Obscn,rna,7
Nucks1,rna,2
Ntn1,rna,0
Ntm,rna,4
Nsmce4a,rna,0
Nsd1,rna,2
Nrxn3,rna,0
Nrxn1,rna,4
Nrsn1,rna,0
Nuak2,rna,2
Oc90,rna,4
Odc1,rna,2
Ogfod2,rna,4
Pax6,rna,4
Pax3,rna,5
Parp11,rna,3
Parm1,rna,3
Pan3,rna,4
Rpl5,rna,3
Pak1,rna,5
Pacs2,rna,0
P4ha2,rna,1
P3h1,rna,1
Otx2,rna,5
Otx1,rna,4
Orc3,rna,1
Orai3,rna,0
Onecut2,rna,6
Olfm1,rna,2
Oip5,rna,1
Nrp1,rna,6
Nrde2,rna,3
Nr4a2,rna,1
Nr2f2,rna,3
Ngdn,rna,5
Nfib,rna,4
Neurog1,rna,0
Neurod1,rna,6
Nes,rna,2
Nemf,rna,1
Nell2,rna,7
Nelfb,rna,2
Nek1,rna,0
Nefm,rna,6
Nefl,rna,6
Nebl,rna,7
Ndufv1,rna,1
Ndufaf5,rna,5
Ndufaf3,rna,1
Ndufa2,rna,2
Ndst3,rna,1
Nhp2l1,rna,2
Pcbp4,rna,1
Ninj1,rna,1
Nkd1,rna,5
Nr2f1,rna,2
Nr2e1,rna,4
Nprl3,rna,3
Npr2,rna,1
Nppa,rna,7
Npm3,rna,0
Npm1,rna,2
Nop56,rna,2
Nol4l,rna,0
Noc3l,rna,4
Nnat,rna,3
Nmral1,rna,0
Nlk,rna,0
Nkx6.2,rna,3
Nkx6.1,rna,3
Nkx2.1,rna,5
Nkd2,rna,1
Nkain4,rna,1
Pak3,rna,2
Rps6kc1,rna,5
Rps17,rna,3
Ttc30a1,rna,0
Ttc14,rna,2
Tsta3,rna,4
Tspyl2,rna,0
Tspan3,rna,5
Tspan11,rna,0
Tsg101,rna,4
Ttn,rna,7
Trpm4,rna,3
Trpc1,rna,0
Trp53inp2,rna,1
Trp53i11,rna,2
Trp53bp1,rna,2
Trmt1,rna,3
Trim71,rna,2
Trim67,rna,1
Trpm1,rna,3
Ttr,rna,5
Tuba1a,rna,2
Tuba1b,rna,2
Usb1,rna,1
Upp1,rna,1
Unc5c,rna,4
Unc5b,rna,0
Uhrf2,rna,6
Ubxn4,rna,3
Ubox5,rna,2
Ubn2,rna,2
Ube2t,rna,1
Ube2s,rna,5
Ube2j1,rna,2
Ube2e3,rna,0
Ubald1,rna,4
Tusc3,rna,1
Tulp4,rna,0
Tubb5,rna,2
Tubb2b,rna,2
Tril,rna,3
Tppp3,rna,4
Tpm3.rs7,rna,3
Tpm1,rna,5
Tmem132e,rna,0
Tmeff1,rna,0
Tm7sf2,rna,1
Tm4sf1,rna,0
Tm2d1,rna,6
Tle2,rna,0
Thsd7b,rna,6
Thap6,rna,3
Tgm2,rna,7
Tgfbi,rna,5
Tgfb2,rna,3
Tfe3,rna,1
Tfap2c,rna,4
Tfap2b,rna,2
Tfap2a,rna,1
Tek,rna,1
Tef,rna,0
Tmem176b,rna,0
Usp12,rna,1
Tmem181a,rna,3
Tmem2,rna,6
Tpcn1,rna,0
Tox3,rna,2
Tox2,rna,3
Tns2,rna,0
Tnnt2,rna,7
Tnni3,rna,7
Tnni2,rna,7
Tnni1,rna,7
Tnnc1,rna,7
Tnik,rna,6
Tmub2,rna,1
Tmtc2,rna,3
Tmsb4x,rna,2
Tmsb10,rna,5
Tmod1,rna,7
Tmem47,rna,3
Tmem38b,rna,1
Tmem184c,rna,4
Tcn2,rna,0
Utp11l,rna,0
Vcan,rna,3
Zfp626,rna,0
Zfp619,rna,4
Zfp618,rna,3
Zfp560,rna,5
Zfp536,rna,2
Zfp507,rna,3
Zfp462,rna,3
Zfp655,rna,1
Zfp449,rna,1
Zfp260,rna,4
Zfp148,rna,3
Zfhx4,rna,5
Zfhx3,rna,3
Zdhhc3,rna,1
Zdhhc2,rna,4
Zdhhc13,rna,1
Zfp41,rna,5
Zfp691,rna,6
Zfp748,rna,6
Zfp758,rna,2
mt.Co3,rna,3
mt.Co1,rna,3
mt.Atp8,rna,0
Zscan29,rna,0
Zscan20,rna,0
Zscan18,rna,4
Zkscan6,rna,1
Zic4,rna,5
Zic1,rna,5
Zgrf1,rna,0
Zfyve21,rna,1
Zfp992,rna,6
Zfp991,rna,1
Zfp955b,rna,4
Zfp93,rna,0
Zfp790,rna,3
Zfp777,rna,0
Zdbf2,rna,2
Zcchc24,rna,0
Zc3h8,rna,1
Zbtb45,rna,0
X1700025G04Rik,rna,0
X1700019D03Rik,rna,6
X0610010F05Rik,rna,4
Wrnip1,rna,1
Wrn,rna,0
Wnt5a,rna,0
Wnt4,rna,3
Whsc1,rna,2
Wdr61,rna,3
Wdr45b,rna,3
Wdr43,rna,0
Wdr31,rna,1
Wdhd1,rna,2
Wbscr27,rna,1
Wasl,rna,3
Vim,rna,2
Veph1,rna,1
X1700030J22Rik,rna,0
Vav2,rna,2
X2210016F16Rik,rna,0
X2310039H08Rik,rna,4
Zbtb12,rna,4
Ywhaz,rna,2
Ythdf1,rna,3
Yipf1,rna,0
Ydjc,rna,1
Xylt2,rna,5
Xirp1,rna,7
Xab2,rna,1
X9430062P05Rik,rna,1
X9430037O13Rik,rna,1
X6030460B20Rik,rna,6
X4930578M01Rik,rna,5
X4930431P19Rik,rna,1
X3100002H09Rik,rna,1
X2900011O08Rik,rna,5
X2810417H13Rik,rna,3
X2700029L08Rik,rna,4
X2210408I21Rik,rna,1
Rps12.ps18,rna,0
Tcirg1,rna,0
Tbx2,rna,3
Sin3a,rna,5
Sil1,rna,0
Sigmar1,rna,6
Siae,rna,0
Shox2,rna,1
Shisa2,rna,2
Shank2,rna,2
Sirt3,rna,0
Sh3gl3,rna,1
Sh2b3,rna,0
Sfrp1,rna,4
Sfi1,rna,1
Sf3b6,rna,2
Setmar,rna,4
Set,rna,2
Serpinh1,rna,3
Sh3bgr,rna,7
Six1,rna,5
Six3,rna,3
Six6,rna,3
Slu7,rna,1
Slmo1,rna,1
Slit3,rna,5
Slc4a1,rna,5
Slc45a4,rna,0
Slc39a3,rna,6
Slc38a8,rna,3
Slc35f1,rna,1
Slc35b2,rna,4
Slc30a9,rna,2
Slc27a3,rna,1
Slc25a4,rna,0
Slc25a24,rna,1
Slc1a2,rna,2
Slc16a6,rna,2
Slc12a4,rna,0
Slain1,rna,0
Sepsecs,rna,2
Sepp1,rna,0
Sephs2,rna,2
Sema6c,rna,0
Rybp,rna,0
Rwdd3,rna,0
Rwdd2b,rna,3
Rtn1,rna,2
Rtl1,rna,0
Rspo3,rna,5
Rrp9,rna,2
Rrp12,rna,4
Rrbp1,rna,1
Rpusd3,rna,0
Rpsa.ps9,rna,2
Rps8.ps2,rna,5
Map4k2,rna,3
Rps6.ps3,rna,3
Rps4x,rna,3
Rps3,rna,3
Rps18,rna,0
Ryr2,rna,7
Slx4,rna,2
S100a6,rna,1
Sall2,rna,4
Sema4g,rna,6
Sema3f,rna,0
Sema3d,rna,0
Sema3b,rna,1
Selm,rna,2
Sel1l3,rna,4
Sec63,rna,2
Sdhaf4,rna,6
Scube3,rna,3
Scrn1,rna,5
Scnm1,rna,1
Scn3a,rna,6
Scg5,rna,1
Scarf2,rna,1
Sar1a,rna,0
Samd5,rna,4
Sall3,rna,4
Sall1,rna,2
Tbx3,rna,0
Smarca5,rna,2
Smg5,rna,2
Stx18,rna,5
Strbp,rna,2
Stradb,rna,0
Stra6,rna,0
Stox2,rna,2
Stmn2,rna,6
Stmn1,rna,2
Stx3,rna,0
Stk19,rna,0
Steap2,rna,1
Stau1,rna,5
Stard9,rna,0
Stard10,rna,4
St6gal2,rna,5
St3gal5,rna,6
St18,rna,1
Stil,rna,1
Suds3,rna,0
Supt7l,rna,1
Suv39h2,rna,2
Tbx1,rna,5
Tbr1,rna,4
Tbcb,rna,3
Tbc1d20,rna,4
Tars,rna,0
Tal1,rna,0
Taf6l,rna,0
Taf15,rna,3
Taf1,rna,2
Syt4,rna,6
Syt13,rna,1
Syt11,rna,2
Synpo2l,rna,7
Syce2,rna,1
Svop,rna,6
Svep1,rna,0
Sv2a,rna,7
Ssu72,rna,0
Ssh2,rna,0
Srsf11,rna,3
Srrm4,rna,2
Sox11,rna,2
Sox1,rna,5
Sowahc,rna,1
Sort1,rna,2
Sorl1,rna,0
Son,rna,2
Snw1,rna,3
Snn,rna,0
Snca,rna,1
Snapc1,rna,4
Smyd3,rna,3
Smyd1,rna,7
Smox,rna,0
Smoc1,rna,3
Smo,rna,3
Smim3,rna,0
Smim19,rna,1
Sox2,rna,2
Smcr8,rna,0
Sox21,rna,2
Spag9,rna,2
Srrm3,rna,6
Srr,rna,4
Srp14,rna,6
Srl,rna,7
Srgap3,rna,2
Srek1ip1,rna,5
Srek1,rna,1
Srd5a3,rna,0
Sqle,rna,5
Spty2d1,rna,0
Sptbn2,rna,4
Spryd4,rna,0
Spry2,rna,1
Spock1,rna,1
Spint2,rna,5
Speg,rna,0
Spata24,rna,0
Sox3,rna,2
Map2k4,rna,0
Mab21l2,rna,4
Man2a2,rna,2
Cyp26a1,rna,4
Cxxc5,rna,2
Cul9,rna,0
Cul4a,rna,0
Ctso,rna,3
Ctsf,rna,3
Cstf1,rna,2
Cyp4f16,rna,0
Csrp3,rna,7
Csnk2a1,rna,4
Crym,rna,3
Cry2,rna,3
Crtc2,rna,1
Crtap,rna,5
Crlf1,rna,4
Crispld2,rna,1
Csnk2b,rna,2
D030056L22Rik,rna,0
D1Ertd622e,rna,2
D930015E06Rik,rna,0
Depdc1a,rna,1
Dennd6b,rna,2
Ddx55,rna,2
Ddx3x,rna,2
Ddx27,rna,1
Ddhd1,rna,0
Dcx,rna,6
Dctpp1,rna,3
Dclre1b,rna,0
Dclre1a,rna,0
Dcc,rna,2
Dcaf10,rna,0
Dbr1,rna,1
Dag1,rna,0
Dact1,rna,1
Dab2,rna,1
Daam2,rna,0
Crebbp,rna,5
Des,rna,7
Crabp1,rna,7
Cped1,rna,1
Cnih4,rna,5
Cmas,rna,1
Cln5,rna,1
Clmp,rna,6
Clmn,rna,4
Clec14a,rna,0
Cldnd1,rna,0
Cnn2,rna,2
Clcn3,rna,2
Ckap2l,rna,0
Cited1,rna,7
Cib1,rna,2
Ciao1,rna,1
Churc1,rna,1
Chrna4,rna,2
Chpf2,rna,0
Ckap4,rna,0
Cnnm2,rna,1
Cnot6,rna,5
Cntn2,rna,2
Cp,rna,0
Cox6b2,rna,1
Cotl1,rna,3
Coro2a,rna,1
Coq6,rna,2
Colec12,rna,6
Col9a1,rna,3
Col6a2,rna,1
Col5a2,rna,0
Col3a1,rna,2
Col2a1,rna,0
Col26a1,rna,3
Col1a2,rna,2
Col1a1,rna,6
Cog5,rna,1
Cog3,rna,0
Cntnap2,rna,4
Cpm,rna,2
Desi1,rna,0
Dgkz,rna,3
Dhx8,rna,2
Emx2,rna,4
Eml3,rna,0
Emc4,rna,1
Elovl6,rna,4
Elovl1,rna,1
Elmsan1,rna,0
Elf1,rna,6
Eno1,rna,3
Elavl4,rna,6
Elavl2,rna,6
Elac2,rna,3
Eif5,rna,2
Eif4g1,rna,2
Eif4a.ps4,rna,0
Eif2ak4,rna,0
Eid1,rna,4
Elavl3,rna,2
Enpp4,rna,4
Eomes,rna,4
Epb41l4a,rna,1
Ext1,rna,5
Exph5,rna,0
Exd2,rna,0
Ewsr1,rna,0
Etv5,rna,1
Etv1,rna,1
Ermard,rna,1
Erlin1,rna,0
Erh,rna,2
Erc2,rna,0
Erbb3,rna,2
Eral1,rna,1
Ephb1,rna,3
Epha7,rna,6
Epha5,rna,4
Epha4,rna,0
Epha3,rna,4
Ehd2,rna,1
Efr3a,rna,1
Efnb2,rna,2
Efnb1,rna,4
Dpep1,rna,3
Dopey1,rna,0
Donson,rna,0
Dock11,rna,4
Doc2g,rna,0
Dnajc9,rna,3
Dmwd,rna,4
Dmrta2,rna,4
Dmrta1,rna,1
Dmrt3,rna,5
Dmpk,rna,0
Dlx1,rna,0
Dlk1,rna,3
Dkk3,rna,0
Dkk2,rna,0
Dixdc1,rna,6
Dhx9,rna,2
Dpy19l3,rna,1
Chn1,rna,1
Dpy30,rna,0
Dpysl5,rna,6
Eefsec,rna,0
Eef1a1,rna,2
Eed,rna,5
Edc4,rna,1
Ect2,rna,3
Ecsit,rna,0
Eci2,rna,0
Ebf1,rna,6
ENSMUSG00000051396.15,rna,0
Dynlt1f,rna,3
Dym,rna,0
Dusp6,rna,5
Dtx4,rna,2
Dtx2,rna,1
Dsp,rna,1
Dscr3,rna,1
Draxin,rna,6
Dpysl3,rna,2
Extl2,rna,1
Chm,rna,3
Chd7,rna,2
Arl2,rna,0
Arl13b,rna,3
Arglu1,rna,2
App,rna,0
Aplnr,rna,3
Api5,rna,0
Ap3m1.ps,rna,1
Arl2bp,rna,1
Anxa3,rna,6
Ankzf1,rna,0
Anks6,rna,3
Anks3,rna,0
Ankrd16,rna,4
Ankrd1,rna,7
Ankmy2,rna,3
Ank2,rna,6
Ano1,rna,1
Armcx1,rna,0
Arntl,rna,5
Arx,rna,4
Bcl6b,rna,1
Bcl11a,rna,4
Bbc3,rna,1
Baz2b,rna,4
Basp1,rna,2
Bag4,rna,5
BC034090,rna,0
BC031181,rna,1
B3galt1,rna,0
Auts2,rna,2
Atxn7l1,rna,0
Atxn7,rna,0
Atp1b1,rna,7
Atl3,rna,2
Atf1,rna,1
Asl,rna,0
Asah1,rna,1
Ank1,rna,1
Bcs1l,rna,3
Angpt1,rna,6
Alx1,rna,4
Actn2,rna,7
Actc1,rna,7
Actb,rna,3
Acta2,rna,7
Acsl1,rna,1
Acrbp,rna,1
Acadl,rna,1
Actr8,rna,3
Acaca,rna,0
Abhd6,rna,0
Abhd10,rna,0
Abcc1,rna,1
Aasdh,rna,4
Aarsd1,rna,3
AW554918,rna,0
AW551984,rna,6
Acaa1b,rna,0
Acvr2b,rna,2
Adal,rna,5
Adam23,rna,0
Alg14,rna,1
Aldh7a1,rna,1
Aldh1a1,rna,3
Alcam,rna,6
Akap12,rna,6
Ahnak,rna,2
Ahcy,rna,0
Agpat4,rna,3
Ago1,rna,2
Agk,rna,0
Agbl5,rna,0
Aff3,rna,5
Aebp1,rna,5
Adgrl3,rna,3
Adcyap1r1,rna,5
Adamtsl1,rna,0
Adamts4,rna,6
Alx3,rna,4
Bend4,rna,1
Bet1,rna,1
Bicc1,rna,0
Cdc25a,rna,5
Cdc20,rna,0
Cd9,rna,0
Cd248,rna,4
Ccpg1,rna,6
Ccp110,rna,1
Ccnjl,rna,4
Cdc73,rna,4
Ccne2,rna,5
Ccnd1,rna,2
Ccnc,rna,0
Ccl25,rna,0
Ccdc92,rna,0
Ccdc85b,rna,6
Ccdc82,rna,6
Ccdc80,rna,1
Ccnd2,rna,3
Cdh2,rna,2
Cdh3,rna,0
Cdk5,rna,2
Chd6,rna,2
Chd1,rna,3
Chchd10,rna,7
Cep83,rna,0
Cep164,rna,0
Cep131,rna,2
Cenpv,rna,2
Cenpp,rna,1
Cenpl,rna,1
Celsr1,rna,2
Celf2,rna,3
Cdpf1,rna,6
Cdon,rna,2
Cdkn2aipnl,rna,3
Cdkn1c,rna,3
Cdk9,rna,0
Cdk8,rna,1
Ccdc50.ps,rna,4
Ccdc40,rna,2
Ccdc30,rna,0
Ccdc189,rna,3
C2cd2,rna,0
C1qbp,rna,3
C130093G08Rik,rna,2
C130071C03Rik,rna,4
Bzw1,rna,2
Brf2,rna,0
Brd2,rna,2
Brca2,rna,4
Bpnt1,rna,1
Bmyc,rna,1
Bms1,rna,4
Bmp4,rna,0
Bmp2k,rna,1
Blcap,rna,1
Birc2,rna,0
Bin3,rna,1
Bin1,rna,3
C3ar1,rna,6
Chek1,rna,2
Cacna1e,rna,6
Cacna2d1,rna,0
Ccdc181,rna,0
Ccdc177,rna,2
Ccdc167,rna,0
Cc2d1b,rna,0
Cbx5,rna,2
Cbl,rna,5
Cbfa2t3,rna,0
Cbfa2t2,rna,0
Casz1,rna,5
Caskin1,rna,1
Caprin1,rna,2
Camk2a,rna,3
Cald1,rna,1
Calcoco1,rna,0
Cadps2,rna,2
Cadm1,rna,6
Cacng7,rna,0
Cacna1h,rna,4
Eya1,rna,3
F11r,rna,0
F2r,rna,0
Id3,rna,0
Id2,rna,5
Icmt,rna,0
Ick,rna,0
Htra2,rna,4
Hsph1,rna,2
Hspb1,rna,7
Id4,rna,4
Hspa8,rna,2
Hs3st3b1,rna,0
Hps3,rna,5
Hps1,rna,0
Hoxb1,rna,4
Homer3,rna,5
Hnrnpul2,rna,0
Hnrnpm,rna,2
Hsp90aa1,rna,2
Ifi30,rna,1
Ifih1,rna,4
Ifrd2,rna,1
Immp2l,rna,0
Ilf3,rna,1
Ildr2,rna,2
Il4ra,rna,4
Il17rd,rna,5
Ikzf4,rna,0
Igsf9,rna,3
Igsf3,rna,3
Iglon5,rna,1
Ighmbp2,rna,5
Igfbp5,rna,3
Igfbp4,rna,3
Igf2r,rna,5
Igf2bp1,rna,2
Igf2,rna,5
Igdcc3,rna,2
Ift88,rna,0
Hnrnph1,rna,2
Impdh1,rna,0
Hnrnpd,rna,4
Hmx1,rna,3
Hba.a2,rna,5
Hba.a1,rna,5
Hace1,rna,2
H2afy,rna,2
H1f0,rna,6
Gyg,rna,7
Gucy1a2,rna,2
Hba.x,rna,5
Gtf3c5,rna,3
Gsta4,rna,2
Gsg2,rna,1
Grpel2,rna,0
Greb1l,rna,2
Greb1,rna,2
Gpx1,rna,5
Gprc5c,rna,4
Gsto1,rna,3
Hbb.bh1,rna,5
Hbb.y,rna,5
Hbegf,rna,0
Hmmr,rna,2
Hmgn2,rna,2
Hmgn1,rna,2
Hmgb3,rna,6
Hmgb2,rna,2
Hmga2,rna,4
Hk2,rna,2
Hist2h2ac,rna,0
Hist1h1e,rna,2
Hist1h1d,rna,2
Hipk3,rna,1
Hinfp,rna,6
Hes5,rna,2
Heatr1,rna,0
Hdx,rna,1
Hdhd2,rna,0
Hccs,rna,0
Hnrnpa0,rna,2
Ina,rna,6
Ino80,rna,5
Inpp4a,rna,1
Limch1,rna,0
Lias,rna,0
Lhx9,rna,1
Lhx8,rna,0
Lhx2,rna,4
Lhx1,rna,5
Lhfpl4,rna,2
Lin7a,rna,4
Lgmn,rna,0
Letmd1,rna,0
Ldah,rna,1
Lbh,rna,0
Lars2,rna,2
Larp7,rna,2
Lama5,rna,2
L1cam,rna,1
Lgals1,rna,6
Lix1,rna,5
Lox,rna,1
Lpgat1,rna,3
Man2a1,rna,1
Magohb,rna,1
Maged2,rna,3
Mafb,rna,0
Maf,rna,3
Mad2l2,rna,3
mt.Cytb,rna,0
Lztfl1,rna,5
Lyst,rna,0
Lyrm4,rna,0
Lyn,rna,0
Lum,rna,0
Ltv1,rna,2
Lsm14b,rna,1
Lrrk1,rna,1
Lrp5,rna,0
Lrp2,rna,1
Kyat3,rna,1
Krt18,rna,0
Kpna2,rna,3
Kmt2e,rna,2
Kat6b,rna,0
Kat5,rna,2
Kank4,rna,1
Jmjd8,rna,5
Jagn1,rna,2
Jag1,rna,2
Itgb3bp,rna,1
Itgb1bp2,rna,1
Itga4,rna,4
Isl2,rna,5
Isl1,rna,1
Irx5,rna,3
Irx2,rna,5
Ints6,rna,1
Insm1,rna,2
Inpp5d,rna,0
Inpp5a,rna,5
Katnal1,rna,0
Gpr50,rna,3
Kcnd3,rna,4
Kcnmb2,rna,6
Klhl5,rna,1
Klhl25,rna,5
Klhl11,rna,0
Klhdc8b,rna,1
Klf2,rna,1
Klc4,rna,0
Klc1,rna,6
Kitl,rna,2
Kirrel2,rna,5
Kin,rna,0
Kif5c,rna,2
Kif3b,rna,1
Kif26a,rna,2
Kif21a,rna,2
Kif18b,rna,3
Kdm1b,rna,1
Kctd6,rna,4
Kcnk10,rna,1
Gpr27,rna,2
Gpn2,rna,1
Gpm6b,rna,2
Gap43,rna,6
Galt,rna,0
Galns,rna,1
Gad2,rna,5
Gabrb3,rna,5
Fzd8,rna,1
Fzd5,rna,1
Gapdh,rna,3
Fzd4,rna,0
Fzd10,rna,5
Fyco1,rna,1
Fut8,rna,1
Fstl4,rna,0
Fstl1,rna,0
Frzb,rna,0
Frs2,rna,1
Fzd2,rna,5
Gas1,rna,3
Gata3,rna,0
Gata6,rna,7
Gm12482,rna,0
Gm12346,rna,2
Gm11889,rna,0
Gm11578,rna,4
Gm11425,rna,1
Gm10801,rna,0
Gm10778,rna,0
Gm10524,rna,1
Gm10282,rna,2
Gm10263,rna,3
Glra1,rna,5
Glod4,rna,3
Glipr2,rna,3
Gli3,rna,4
Gimap6,rna,0
Gfra1,rna,6
Gcnt1,rna,6
Foxq1,rna,0
Foxp4,rna,3
Foxp2,rna,0
Foxn3,rna,4
Fbln1,rna,0
Fanci,rna,1
Fam98a,rna,2
Fam43a,rna,0
Fam216a,rna,0
Fam171b,rna,4
Fam160b1,rna,3
Fam160a2,rna,0
Fam134a,rna,4
Fam120b,rna,0
Fam117a,rna,0
Fam110a,rna,1
Fam104a,rna,2
Fahd2a,rna,1
Fabp7,rna,2
Fabp3,rna,7
F830115B05Rik,rna,0
Fbln2,rna,1
Gm12693,rna,0
Fbln5,rna,1
Fbxo16,rna,0
Foxg1,rna,2
Foxd3,rna,6
Foxd1,rna,0
Fnip2,rna,0
Fmod,rna,1
Flrt2,rna,0
Flnc,rna,0
Fhod1,rna,1
Fh1,rna,0
Fgfr3,rna,0
Fgf9,rna,1
Fgf17,rna,5
Fgf15,rna,5
Fgd5,rna,1
Fezf2,rna,3
Fbxo9,rna,0
Fbxo4,rna,2
